player_id,name,date_of_birth
282058,Cheikh N'Doye,1986-03-29
282414,Rafa Málaga,1995-10-09
282429,Sergio Reguilón,1996-12-16
282434,Jean Carlos Silva,1996-05-10
282558,Metincan Cici,1995-02-18
282820,Easah Suliman,1998-01-26
283748,Souleymane Sawadogo,1993-01-09
284321,Germán Conti,1994-06-03
284701,Samuel,1994-03-29
285127,Domingo Blanco,1995-04-22
285289,Teit Jacobsen,1998-03-16
285946,Dieter Creemers,1997-09-02
286406,Oguzhan Kayar,1995-04-02
287254,Alessandro Comentale,1995-01-25
287836,Alessandro Speri,1996-09-25
288005,Joaquín Arzura,1993-05-18
288252,Aleksey Shirokov,1989-04-06
288496,Boschilia,1996-03-05
288721,Egor Sorokin,1995-11-04
289085,Simone Mattia,1996-01-19
289272,Martín Merquelanz,1995-06-12
289287,Imanol Sarriegi,1995-04-27
289434,Cécé Pepe,1996-11-09
289584,Laurent Lemoine,1998-04-24
289640,Jens Teunckens,1998-01-30
290534,Maxime Borges,1995-07-20
290774,Silvije Begic,1993-06-03
291200,Moussa Niakhaté,1996-03-08
291266,Godfred Donsah,1996-06-07
291520,Luca Clemenza,1997-07-09
291522,Tommaso Fantacci,1997-03-17
291592,Brad Smith,1997-04-23
291657,Mahmut Akan,1994-07-14
291986,Miguel Cid,1992-05-21
291997,Theo Ryuki,1995-07-31
292621,Stelios Pozoglou,1996-01-22
292787,Erman Taskin,1995-01-01
293106,Georgi Kopaliani,1994-03-07
293231,Darko Todorovic,1997-05-05
293385,Dani Olmo,1998-05-07
293492,Sören Christensen,1996-05-01
293828,Mikhail Oparin,1993-05-22
294100,Metehan Mimaroglu,1994-07-07
294730,Bogdan Mykhaylichenko,1997-03-21
294788,Junior Ahissan,1996-11-10
295309,Aliyu Abubakar,1996-06-15
295330,Kelechi Iheanacho,1996-10-03
295663,Kristjan Kushta,1997-12-16
295764,Aschraf El Mahdioui,1996-05-24
295807,Michalis Chatzidimitriou,1995-05-19
297238,Jamie Boyd,1999-09-16
297583,Woo-yeong Jeong,1999-09-20
298576,Tugrul Baskan,1996-01-30
299400,Pedro Sá,1993-12-01
301824,Nené,1995-06-10
302478,Davide Arras,1998-04-02
303254,Fikayo Tomori,1997-12-19
306131,Stefan Milosevic,1996-06-23
306164,Franck Betra,1996-12-18
306191,Jason Berthomier,1990-01-06
306208,Mustafa Güner,1991-10-15
308431,Dillon Phillips,1995-06-11
310822,Koki Anzai,1995-05-31
311044,Alfonso Espino,1992-01-05
311178,Georgios Kyriakopoulos,1996-02-05
311680,Fran Villalba,1998-05-11
311745,Igor Kirienko,1986-03-05
312745,Stefano Pellizzari,1997-01-03
312862,Dalbert,1993-09-08
314295,Reece Oxford,1998-12-16
314463,Mehdi Lazaar,1993-03-09
315124,Tristan Dekker,1998-03-27
315283,Kaj Sierhuis,1998-04-27
315289,Myrto Uzuni,1995-05-31
315846,Luca Matarese,1998-04-16
315862,Filippo Melegoni,1999-02-18
316296,Maksim Maksimov,1995-11-04
316915,Davor Lovren,1998-10-03
319180,Andrea Marcucci,1999-02-07
321403,Kyle Bradley,1999-02-14
321629,Moctar El Hacen,1997-12-31
322077,Besard Sabovic,1998-01-05
323200,Denis Kavlinov,1995-01-10
323426,Andrea Magrini,1997-08-26
324278,Christoph Baumgartner,1999-08-01
324344,Dimitrios Limnios,1998-05-27
324351,Panagiotis Retsos,1998-08-09
325992,Sebastian Denius,1995-06-08
326030,Ché Nunnely,1999-02-04
326195,Andreas Vlachomitros,1997-07-03
327536,Stephan Ambrosius,1998-12-18
328480,Pepelu,1998-08-11
328687,Puck Postma,1997-02-18
328770,Kjetil Haug,1998-06-12
329055,Enes Mahmutovic,1997-05-22
329517,Georgios Masouras,1994-01-01
329714,Tobias Heintz,1998-07-13
330126,Karol Swiderski,1997-01-23
330839,Ramazan Keskin,1999-01-04
331057,Luis Orejuela,1995-08-20
331460,Ivan Sondey,1994-01-15
331840,Samy Mmaee,1996-09-08
332554,Senin Sebai,1993-12-18
332802,Petros Giakoumakis,1992-07-03
333004,Karim Hafez,1996-03-12
333117,Leandro Ribeiro,1995-01-13
333227,Silvio Anocic,1997-09-10
333802,François Kamano,1996-05-02
334058,Franco Bellocq,1993-10-15
335100,Sam Schreck,1999-01-29
335400,Nick Wolters,1993-08-05
335516,Idrissa Touré,1998-04-29
335646,Nick Volk,
335856,Gyamfi Kyeremeh,1995-03-09
335954,Iba May,1998-06-06
336248,Eslem Öztürk,1997-12-01
336637,Antonis Efthymakis,1998-03-17
337198,Bogdan Boychuk,1996-05-30
337316,Edoardo Stanghellini,1997-09-12
337459,Günay Halis,1995-04-17
337715,Umar Sadiq,1997-02-02
337781,Arturo Molina,1996-07-18
338031,Jurich Carolina,1998-07-15
338032,Deyovaisio Zeefuik,1998-03-11
339559,Pedro Monteiro,1994-01-30
339839,Ibson Melo,1989-10-08
340162,Kobe Cools,1997-07-25
340264,Leonardo Vitali,1998-08-07
340289,Alessandro Dalmasso,1996-05-07
340453,Mike Grim,1996-09-07
340639,Ngissah Bismark,1998-01-09
340867,Jaime Seoane,1997-01-22
341228,Juan Agüero,1999-05-27
342098,Idriz Voca,1997-05-15
342876,Didier Desprez,1999-03-13
343184,Sylla Sow,1996-08-08
343492,Oleg Kozhushko,1998-02-17
344596,Malang Sarr,1999-01-23
345083,Álex Martín,1998-01-25
345746,Andreas Poulsen,1999-10-13
346329,Georgios Siadas,1999-12-27
346528,Stefano Mazzini,1998-12-06
347185,Suéliton,1991-06-26
347885,Fabio Morselli,1998-04-07
348298,Stefanos Stroungis,1997-10-09
348537,Vangelis Xepapadakis,1999-01-12
348542,Giannis Kontogiannopoulos,1999-07-03
348671,Rauf Öktem,1997-03-12
349622,Renan Diniz,1993-02-27
349796,Evren Korkmaz,1997-04-27
349803,Lugman Bezzat,1997-02-17
349962,Douglas Abner,1996-01-30
350644,Rafail Melissopoulos,1997-02-19
351540,José Fran,1992-06-01
351749,Kalvin Phillips,1995-12-02
353205,Hamadou Karamoko,1995-10-31
353211,Vagner,1996-01-10
353212,Rui Batalha,1996-06-29
353253,Caleb Gomina,1996-09-24
353366,Benjamin Pavard,1996-03-28
353843,Iuri Gomes,1996-11-10
353860,Oytun Özdogan,1998-06-16
353933,Sacha Valéry,1995-08-24
353959,Kévin Soni,1998-04-17
354326,Navid Nasimi,1995-03-01
354775,Deybi Flores,1996-06-16
356010,Alessio Zini,1998-01-03
356471,Michel Stöcker,1999-04-14
356473,Paschal Okoli,1997-10-17
357003,Martin Erlic,1998-01-24
357147,Diogo Dalot,1999-03-18
357191,Athanasios Margaritis,1997-03-17
357233,Leandro Barreiro,2000-01-03
357662,Declan Rice,1999-01-14
357745,Recep Gül,2000-11-05
357884,Fernando Calero,1995-09-14
357885,Pablo Fornals,1996-02-22
357991,Alessandro Plizzari,2000-03-12
357995,Davide Bettella,2000-04-07
359239,Mykyta Kryukov,1991-04-30
359247,Maryan Shved,1997-07-16
359461,Stanley Awurum,1990-06-24
361263,Hasan Ali Adigüzel,2000-04-03
363010,Evgeniy Goshev,1997-06-17
364135,Moise Kean,2000-02-28
364173,Jesús Collado,1992-06-06
364233,Sidy Sarr,1996-06-05
364405,Adama Traoré,1995-06-05
364525,Bevic Moussiti-Oko,1995-01-28
365565,Giuseppe Cuomo,1998-02-02
365769,Adrian Petre,1998-02-11
368620,Gustav Dahl,1996-01-21
369086,Jurrian Jouvenaar,1998-09-20
370435,Ludovico D'Orazio,2000-02-19
370704,Mario Ierardi,1998-02-19
370844,Brady Scott,1999-06-30
372445,Dani Silva,2000-04-11
372710,Louis Deschateaux,1997-04-16
372712,Ibrahima Sissoko,1997-10-27
372808,Mateo Stamatov,1999-03-22
373251,Vladyslav Shchetinin,1997-08-29
373916,Marcelo Saracchi,1998-04-23
374077,Christian Rivera,1997-07-09
374735,Bartu Kurtuldu,1996-03-22
375655,Roman Vorobey,1995-06-07
375710,Jeando Fuchs,1997-10-11
376211,Matías Vargas,1997-05-08
376226,Yevgen Tsymbalyuk,1996-06-19
377393,Pierre Lees-Melou,1993-05-25
377451,Clément Petit,1998-01-11
379449,Jordan Marshall,1996-10-27
379870,David Kiki,1993-11-25
379960,Noel Knothe,1999-05-05
380173,Tjorven Melens,1997-02-03
380696,Kaká,1991-05-20
381128,Can Luka Aydogan,1998-12-31
381132,Daniel Thur,
383325,Denys Antyukh,1997-07-30
383774,Ziga Frelih,1998-02-06
384741,Vítor Costa,1994-07-01
385105,Gabriel Suazo,1997-08-09
386021,Keram Onayli,1995-08-19
386047,Axel Disasi,1998-03-11
386164,Silvester van der Water,1996-09-30
386726,Yusuf Yazici,1997-01-29
386824,Alberto Parpinel,1998-03-27
387212,Robin Lauwers,1999-03-18
387923,Christopher,1995-01-22
388376,Ramazan Yüksel,1998-01-04
388548,Jandro Orellana,2000-08-07
390120,Davide Zappella,1998-04-29
390131,Dimitrios Skouloudakis,1998-10-01
391405,Alessio Pagliarini,2000-01-09
392333,Aldo Caiazza,1999-03-20
392500,Felice D'Amico,2000-08-22
392540,Riccardo Forte,1999-05-17
392773,Alex Cochrane,2000-04-21
392961,Denis Hergheligiu,1999-12-09
393238,Zakaria Aboukhlal,2000-02-18
394198,Roman Khodunov,1997-03-28
394309,Denis Petro,1999-06-18
394980,Marat Bystrov,1992-06-19
395102,Alessandro Santopadre,1998-10-04
395539,Marco Acatullo,1998-01-03
395602,Alexandre Olliero,1996-02-15
396165,Callum Whelan,1998-09-24
396324,Carlos Isaac,1998-04-30
396400,Ilya Putrya,1998-05-15
396427,Diogo Ferreira,1997-10-12
396823,Viktor Boone,1998-01-25
396894,Maxi Gómez,1996-08-14
396899,Hamit Yildirim,1996-06-06
397604,Michalandreas Nyktaris,1999-12-30
397609,Joel Fameyeh,1997-05-14
397824,Andrea Sana,1999-01-31
398061,Ibourahima Baldé,1999-03-23
398131,Cristian Rivero,1998-03-21
398402,Sam Surridge,1998-07-28
398725,Vladislav Tyufyakov,1996-08-29
398728,Kirill Volchkov,1996-03-21
398738,Miguel Marí,1997-06-30
398837,Andrey Sidenko,1995-08-30
399162,Cammy Devlin,1998-06-07
399382,Paul-André Guerin,1997-09-26
399907,Ognjen Stijepovic,1999-10-22
400671,Daan Klomp,1998-08-10
400708,Oliver Ottesen,1998-08-22
401530,Éder Militão,1998-01-18
401539,Messias,1994-11-03
401979,Abdoul Karim Danté,1998-10-29
402043,Mohamed Zeroual,1999-02-27
402536,Yusuf Can Abay,1998-02-04
402624,Anton Shitov,2000-01-29
404384,Rabbi Matondo,2000-09-09
404418,David Hancko,1997-12-13
405685,Fabrice Hartmann,2001-03-02
406806,Emil Bohinen,1999-03-12
409517,Yorbe Vertessen,2001-01-08
410237,Moussa Seydi,1996-08-21
411027,Vladyslav Ignatyev,1997-10-25
411379,Killian Sanson,1997-06-07
411454,Bas van Wijnen,1997-07-31
411544,Sherwin Seedorf,1998-03-17
411975,Jules Koundé,1998-11-12
412085,Malik Tchokounté,1988-09-11
412688,Matheus,1992-01-22
412943,Kenzo Goudmijn,2001-12-18
412945,Enric Llansana,2001-04-12
414015,Alexander Samizadeh,1998-11-10
414908,Marshall Munetsi,1996-06-22
416074,Mattéo Petitgenet,1997-05-21
416386,Abdou Harroui,1998-01-13
418164,Roy Gielen,1998-01-04
418225,Mihael Onisa,2000-03-15
418927,Efthymios Gamagas,1995-09-26
419665,Ilya Skrobotov,2000-07-06
420884,Hugo Cuypers,1997-02-07
421636,Samson Iyede,1998-01-28
422051,Nikola Katic,1996-10-10
422850,Ghislain Konan,1995-12-27
423606,Bogdan Lednev,1998-04-07
424252,Vadym Mashchenko,2000-07-26
424330,Jeremy van Mullem,1999-03-18
425567,Diego Palacios,1999-07-12
426624,André Vidigal,1998-08-17
427161,Lebo Mothiba,1996-01-28
428061,Riley McGree,1998-11-02
429157,Yuriy Kozyrenko,1999-11-27
429249,Connor Shields,1997-07-29
430310,Andy Irving,2000-05-13
430579,Idrissa Doumbia,1998-04-14
430623,Alessandro Lombardi,2000-01-21
432763,Ivijan Svrznjak,2001-08-02
433325,Hakan Yesil,2002-01-01
433612,Ebrar Cumur,1999-11-19
434224,Maxence Lacroix,2000-04-06
435130,Fatih Gürden,1999-01-20
435821,Alex Bangura,1999-07-13
437842,Jhonny Quiñónez,1998-06-11
438913,André Sousa,1997-07-16
439459,Bojan Matic,1991-12-22
440887,Réda Rabeï,1994-07-12
442891,Martin Terrier,1997-03-04
443124,Jeferson Bahia,1992-05-28
443673,André Teles,1997-04-06
443683,Ohoulo Framelin,1996-11-21
443710,Angelo Stiller,2001-04-04
443752,Ilay Elmkies,2000-03-10
445434,Vasco Oliveira,2000-05-28
445631,Joan Monterde,1997-12-18
448308,Yago César,1997-05-26
449575,Aleksandr Saplinov,1997-08-12
450559,Boyd Derksen,1998-08-07
451128,Nikolay Rybikov,2000-01-05
452084,Ahmed Kutucu,2000-03-01
452392,Robert Voloder,2001-05-09
453824,Josh Maja,1998-12-27
456523,Eder González,1997-01-07
457236,Luca Falbo,2000-02-21
457522,Batuhan Ünsal,1997-06-03
457782,Owusu,1997-06-18
458614,Gabriele Boloca,2001-03-31
460845,Siemen Voet,2000-02-03
460939,Tijjani Reijnders,1998-07-29
461582,Issiar Dramé,1999-02-16
461670,Bogdan Biloshevskyi,2000-01-12
462239,Lampros Zacharos,1998-06-06
462380,Jesús Rodríguez,1998-02-11
464682,Andrea Errico,1999-01-01
465326,Richonell Margaret,2000-09-07
465858,Flamarion,1996-07-30
466124,Luka Markovic,2000-02-19
466602,Karamoko Dembélé,2003-02-22
466802,Adrián Bernabé,2001-05-26
466847,Asier Benito,1995-02-11
467437,Malik Tillman,2002-05-28
467486,Antoine Leautey,1996-04-14
467992,Samuele Ricci,2001-08-21
470265,Kirill Kirilenko,2000-10-08
470831,Vikentiy Voloshyn,2001-04-17
471251,Sezer Yildirim,1996-02-02
472161,Mamadou Coulibaly,1999-02-03
474652,Ronan Touzet,1997-11-05
475441,Nathan Sheron,1997-10-04
477920,Bogdan Mishukov,1997-02-05
478872,Alexis Guendouz,1996-01-26
479233,Younes Delfi,2000-10-02
480452,Hicham Acheffay,2000-08-10
480762,Lisandro Martínez,1998-01-18
480883,Miguel de la Fuente,1999-09-03
481121,Maxime De Bie,2000-12-13
482107,Magnus Warming,2000-06-08
484756,Djordje Mihailovic,1998-11-10
486084,Daniil Chernyakov,2001-01-07
486477,Edo Kayembe,1998-06-03
487428,Nikola Tavares,1999-01-17
487688,Alberto Soro,1999-03-09
487850,Oladapo Afolayan,1997-09-11
489212,Rodrigo Fernandes,2001-03-23
490307,Enock Mwepu,1998-01-01
491541,Juan Peñaloza,2000-05-03
496767,Juan José Perea,2000-02-23
498043,Jakub Iskra,2002-08-13
499606,Tibo Herbots,2001-05-07
501530,Yannick Vandersmissen,1998-04-18
501770,Grigoriy Borisenko,2002-04-15
502245,Dion De Neve,2001-06-12
502261,Joachim Imbrechts,2001-10-09
503683,Anthony Driscoll-Glennon,1999-11-26
503749,Jacob Ramsey,2001-05-28
504148,Tariq Lamptey,2000-09-30
505674,Sergio Camello,2001-02-10
505925,Kyriakos Giaxis,2001-04-03
506202,Casper Lykke,1998-01-01
506248,Edu Expósito,1996-08-01
509028,Ciaran McKenna,1998-03-25
509246,Connor Smith,2002-02-01
509837,Maksym Pryadun,1997-02-17
511668,Nazar Vyzdryk,1996-04-27
511864,Reko Silva,1999-06-21
514280,Pepijn Doesburg,2001-01-17
514514,Iván Barbero,1998-08-17
515621,Thomas Fantoni,2001-04-10
517081,Vladyslav Pryimak,1996-08-30
518587,Jake Davidson,2000-10-06
519414,Noel Niemann,1999-11-14
520064,Tigran Avanesyan,2002-04-13
521433,Sander Rau,2000-03-01
522954,Georgios Moustakopoulos,1998-08-13
523200,Kristoffer Larsen,
524021,Roman Zhmurko,1997-07-27
524481,Roger Ibañez,1998-11-23
524590,Júnior Brumado,1999-05-15
525701,Aleksandr Krikunenko,1998-08-03
527279,Emilio Kehrer,2002-03-20
527972,Mourad El Ghezouani,1998-05-27
528178,Ismaïl Aaneba,1999-05-29
529223,Dean James,2000-04-30
531825,Sergio Benito,1999-03-23
532900,João Valido,2000-03-03
533637,Nicklas Rulle,1999-04-29
534675,Georgios Kanellopoulos,2000-01-29
534700,Jamie Shackleton,1999-10-08
534918,Luuk Brand,2000-03-04
536472,Abdourahmane Barry,2000-02-21
536477,Arthur Zagré,2001-10-04
540067,Dogukan Emeksiz,2000-01-05
540727,Driss Khalid,1999-02-07
541021,Levi Malungu,2002-06-12
545332,Mikkel Kaufmann,2001-01-03
546176,Brian Oddei,2002-09-18
547248,Iker Álvarez,2001-07-25
548187,Alejandro Pérez,2001-01-07
549006,Gonçalo Inácio,2001-08-25
551932,Wouter George,2002-03-03
552955,Santiago Gimenez,2001-04-18
553285,Tim Lemperle,2002-02-05
554530,Tein Troost,2002-01-15
555015,Ruan Tressoldi,1999-06-07
555500,Jorge Herrando,2001-02-28
557558,Bastien Rempp,1998-11-11
557939,Neto Borges,1996-09-13
559800,Oliver Casey,2000-12-19
560593,Hicham Boudaoui,1999-09-23
560958,Alaa Abbas,1993-07-27
561745,Lautaro de León,2001-02-09
562463,Lucas Llort,1999-06-08
562948,Hyun-seok Hong,1999-06-16
563392,Simon Libert,2001-09-20
563812,Christian Oliva,1996-06-01
564529,Victor Kristiansen,2002-12-16
565431,Nils De Wilde,2003-01-27
566043,Nigel Lonwijk,2002-10-27
566910,Ruben van Kouwen,2001-05-19
567115,Andy Winter,2002-03-10
567128,Scott McGill,2002-01-27
567150,Kai Kennedy,2002-03-28
567472,Federico Zuccon,2003-04-01
567493,Angelos Tsavos,2002-04-11
568617,Razvan Sava,2002-06-21
569375,Koba Koindredi,2001-10-27
569389,Sofiane Diop,2000-06-09
569390,Julien Ponceau,2000-11-28
572309,Bogdan Lytvyak,1998-05-05
572519,Ar'jany Martha,2003-09-04
573978,Maximilian Schmid,2003-03-05
574934,Dmitriy Pivovarov,2000-03-21
575373,Vitor Gabriel,2000-01-20
576314,Jan Paul van Hecke,2000-06-08
578459,Aaron Bastiaans,2002-04-04
579206,Federico Zanchetta,2002-03-23
579289,Paulos Abraham,2002-07-16
583258,Shane Flynn,2001-10-14
585325,Hussein Ali,2002-03-01
585536,Jonny Arriba,2001-11-01
586740,Giannis Zografos,2000-05-28
586853,Vitinha,2000-03-15
593088,Aaron Smith,1998-03-24
593279,Younn Zahary,1998-10-08
593415,Rami Al Hajj,2001-09-17
594277,Jonathan Mulder,2002-01-02
595028,Charles-Andreas Brym,1998-08-08
595238,Lennard Hartjes,2003-04-07
596122,Pep Chavarría,1998-04-10
596186,Dion Berisha,2003-05-09
598635,Augusto,1992-02-22
599678,Mads Steenberg,2001-06-22
601285,Panambi,1995-03-11
601321,Luis Mosquera,1999-05-08
601446,Maksim Danilin,2001-05-26
601512,Tom Bradbury,1998-02-27
601851,Daniil Kornyushin,2001-10-08
604327,Gabriel Vidovic,2003-12-01
604813,David Min,1999-06-23
606719,Klismahn,1999-11-23
607780,Miguel Ángel Morro,2000-09-11
610603,Jannick Liburd,2001-09-26
612758,Calvin Twigt,2003-01-30
613665,Maksim Zhumabekov,1999-06-23
614464,Nikita Iosifov,2001-04-11
615181,Ismail Baran Karakoc,1998-09-07
615377,Igor Dvoryashin,2000-09-11
616341,Nuno Mendes,2002-06-19
621436,Daniil Khlusevich,2001-02-26
621802,Olivier Deman,2000-04-06
622831,Furkan Külekci,2001-06-28
622992,Pablo Gozálbez,2001-04-30
623249,Minkail Matsuev,2000-02-03
623254,Igor Maltsev,2001-10-06
623325,Georgiy Sudakov,2002-09-01
623331,Bogdan Viunnyk,2002-05-21
623526,Toni Fuidias,2001-04-15
623606,Enes Salik,2001-03-19
624037,Joris Chotard,2001-09-24
624436,Gerard Yepes,2002-08-25
624698,Pim Saathof,2003-12-28
625812,Yilmaz Basravi,2000-03-13
628490,Genar Fornés,2000-01-17
628496,Dani Villahermosa,2001-01-02
628560,Raul Morichelli,2002-07-25
629940,Georgiy Sulakvelidze,2001-04-18
630984,Geovanni Barba,2001-05-17
632471,Cheikh Kane Sarr,2000-04-21
632495,Josep Gayá,2000-07-07
632674,Vasyl Pynyashko,1992-02-02
633992,Enzo Le Fée,2000-02-03
634720,Serdar Yildirim,2000-08-01
635129,Charlie Setford,2004-05-11
636752,Veton Tusha,2002-12-29
636898,Lucas Copado,2004-01-10
639711,Richecard Richard,2002-03-18
640428,Eduardo Camavinga,2002-11-10
640470,Nikola Stepanovic,2001-05-22
644401,Keane Lewis-Potter,2001-02-22
648046,Evan Ferguson,2004-10-19
649029,Mamadou Danfa,2001-03-06
650204,Amar Kvakic,2002-10-30
651205,Luquinha,2000-10-03
651973,Godson Kyeremeh,2000-06-14
654173,Brad Young,2003-01-06
654393,Vicente,1996-03-02
655902,Emin Bayram,2003-04-02
658106,Firat Sasi,2002-03-24
663225,Tyler Onyango,2003-03-04
666234,Mohamed Simakan,2000-05-03
666943,Valentyn Rubchynskyi,2002-02-15
667287,Yasin Ayari,2003-10-06
667902,Brett Minnema,2002-01-06
670681,João Neves,2004-09-27
671074,Caleb Taylor,2003-01-14
671675,Chris Lokesa,2004-11-07
672933,Yaw Ackah,1999-06-01
672953,César Moreno,2001-04-23
674088,Shuhei Kawasaki,2001-04-28
674318,Anas Aalillou,2003-01-10
675102,Dmytro Penteleychuk,2000-08-09
676118,Rodrigo Simão,2000-10-28
678778,Eduard Sarapiy,1999-05-12
681345,Marley Redfern,2002-12-13
685697,Gustav Dahl,2004-03-20
685698,Mikhail Ivankov,2001-06-17
685806,Samuel Pedro,2001-04-24
685819,Ali Sanogo,1998-10-20
687059,Danil Kazantsev,2001-01-05
688245,Jordy Schelfhout,2001-01-19
691920,Artem Karpukas,2002-06-13
692734,Linus Gechter,2004-02-27
694928,Samuel Lino,1999-12-23
695454,Chiquinho,2000-02-05
696893,Richard Taylor,2000-10-02
699702,Mathis Bruns,2004-03-31
700119,Eren Erdogan,2001-05-22
701979,Geny Catamo,2001-01-26
702559,Kadir Enes Kira,1999-01-14
705063,Samuele Angori,2003-10-07
705991,Matisse Samoise,2001-11-21
706622,Elias Spago,2001-08-09
706700,Lewis O'Donnell,2005-06-21
706860,Mitchy Ntelo,2001-05-04
707245,Jules Raux,2003-08-29
708455,Mathis Servais,2004-11-23
709653,Baver Kuckar,2003-02-15
711996,Warmed Omari,2000-04-23
717465,Laurin Ulrich,2005-01-31
719646,Bernardo,2002-07-23
721746,Nassim Chadli,2001-07-28
726472,Léo Pereira,2000-06-29
728381,Vladyslav Bondar,2000-03-24
728382,Bogdan Romanyuk,2001-03-21
729140,Maga,2002-11-16
740529,Eric Junior Bocat,1999-07-16
741351,Sotirios Ragias,2003-05-16
742506,Fábio Ronaldo,2001-04-28
744728,Arijon Ibrahimovic,2005-12-11
745202,Yllan Okou,2002-12-23
745436,Salim Abubakar,2003-04-06
746180,Nikita Krivtsov,2002-08-18
746397,Artem Vovkun,2001-09-07
747236,Dmitriy Kuchugura,2004-10-21
747315,Orest Kostyk,1999-04-16
751084,Matvey Ivakhnov,2003-07-21
752040,Andriy Vychizhanin,1999-08-18
775902,Vladyslav Shynkarenko,2001-01-27
778540,Xander Severina,2001-04-12
780146,Idrissa Dioh,1999-01-21
783434,Unai Arieta,1999-06-16
785353,Pablo Ibáñez,1998-09-20
786829,Pedro Lubamba,2002-09-13
787232,David Datro Fofana,2002-12-22
789328,Manu Garrido,2000-10-06
789583,Yaroslav Karabin,2002-11-19
789898,Muhammed Damar,2004-04-09
793702,Tristan van Gilst,2003-02-18
798687,Antony,2001-09-08
805149,Giovanni van Zwam,2004-01-02
805908,Bradley Locko,2002-05-06
821136,Yacouba Barry,2002-11-25
821538,Oleg Alfyorov,2003-06-25
826224,Arnau Martínez,2003-04-25
826410,Vladimir Panov,2003-09-24
829949,Norbert Haymamba,1999-03-30
834764,Javi Guerra,2003-05-13
835136,Thomas Himeur,2001-01-17
837287,Vadym Sologub,2004-03-11
840907,Nikola Pejčić,2000-10-30
842444,Guilherme,2000-10-21
844356,Petro Velychko,2004-08-28
844357,Yuriy Lalak,2003-02-25
853290,Gustavo Abizanda,2000-05-01
855309,Noah Zilliox,2003-03-17
857148,Mamadou Camara,2001-02-07
866001,Viktor Melekhin,2003-12-16
872065,Güney Yilmaz,2003-02-26
873542,Hayrullah Erkip,2003-06-20
874736,Emre Vezir,2002-12-23
876660,Mehmet Albayrak,2004-01-05
880413,Soner Özdemir,2003-01-11
885694,Depú,2000-01-08
889155,Jules Rolland,2001-03-31
892049,Marko Sapuga,2003-05-29
896120,Vasilios Kontonikos,2005-10-11
898021,Georgios Kyriopoulos,2004-08-24
900320,Berat Mert,2004-09-28
909254,Macaulay Tait,2005-08-27
911386,Vladislav Teplyakov,2004-07-23
913022,Milan Robberechts,2004-03-04
913660,Redouane Halhal,2003-03-05
919918,Jamie Shingler,2004-06-19
924885,Martim Tavares,2003-11-10
931102,David Watson,2005-02-12
936820,Oleg Filonov,2004-07-22
939763,Yago Cariello,1999-07-27
962555,Abakar Sylla,2002-12-25
967509,Aaron Brown,2005-07-22
970278,Guerric Bernou,2004-05-11
970280,Rudy Orea,2002-06-04
973827,Lucas Morren,2005-03-28
980576,Amine Salama,2000-07-18
983989,Facundo Buonanotte,2004-12-23
991487,Abdoul Ouattara,2005-10-22
1008564,Billy van Duijl,2005-10-04
1015850,Atalay Cayirli,2005-09-30
1017885,Arda Akarsu,2005-07-09
10,Miroslav Klose,1978-06-09
332,Benjamin Köhler,1980-08-04
892,Heinz Müller,1978-05-30
1161,Javier Zanetti,1973-08-10
1323,Martin Amedick,1982-09-06
1573,Thomas Hitzlsperger,1982-04-05
2334,Marcel Ndjeng,1982-05-06
2865,Stephan Lichtsteiner,1984-01-16
2999,Chris Iwelumo,1978-08-01
3059,Ekrem Dag,1980-12-05
3120,Richard Wright,1977-11-05
3259,Damien Duff,1979-03-02
3266,Jérémie Aliadière,1983-03-30
3276,Shola Ameobi,1981-10-12
3405,Wes Brown,1979-10-13
3666,Jason Roberts,1978-01-25
3707,Bernard Mendy,1981-08-20
3713,Massimo Maccarone,1979-09-06
3900,Henri Camara,1977-05-10
3926,Marama Vahirua,1980-05-12
4075,Luke Moore,1986-02-13
4188,Ricardo Quaresma,1983-09-26
4267,Tim Howard,1979-03-06
4321,Steven Pienaar,1982-03-17
4452,Robbie Haemhouts,1983-12-09
4687,Aaron Hunt,1986-09-04
5486,Seydou Keita,1980-01-16
5755,Emiliano Moretti,1981-06-11
5812,Cristian Brocchi,1976-01-30
5881,Olivier Renard,1979-05-24
6043,Stefano Mauri,1980-01-08
6233,Luciano,1975-12-03
6251,Dennis Souza,1980-01-09
6288,Mario Gómez,1985-07-10
6722,Stefano Morrone,1978-10-26
6793,Angelo Palombo,1981-09-25
6970,Cédric Fauré,1979-02-14
7093,Francesco Magnanelli,1984-11-12
7101,Paolo Sammarco,1983-03-17
7252,Aleksandr Ryazantsev,1986-09-05
7311,Serdar Kulbilge,1980-07-07
7492,Manuel Pablo,1976-01-25
8019,Simão,1979-10-31
8108,Lluis Sastre,1986-03-26
9161,Sammy Clingan,1984-01-13
9645,Marat Izmailov,1982-09-21
9737,Anastasios Pantos,1976-05-05
9830,César Peixoto,1980-05-12
9849,Sotiris Lyberopoulos,1977-06-29
12379,Marc Planus,1982-03-07
12398,Shefki Kuqi,1976-11-10
12880,Dimitrios Sotiriou,1987-09-13
13037,Frederik Boi,1981-10-25
13091,Yaya Touré,1983-05-13
13111,Stef Wils,1982-08-02
13150,João Tomás,1975-05-27
13222,Tiago Gomes,1986-07-29
13560,Alan Combe,1974-04-03
13702,Paul Heffernan,1981-12-29
13872,Zé Castro,1983-01-13
13964,Pedro Costa,1981-11-21
